,Emissions.N2O Baseline Emissions,Emissions.Baseline N2O non AFOLU Emissions,N2O Forcing.Atmospheric N2O Concentration 1750,Emissions.CH4 Baseline Emissions,CH4 Forcing.Atmospheric CH4 Concentration 1750,Emissions.SO2 Baseline Emissions,Ozone Forcing.Montreal gases equivalent effective stratospheric chlorine 1750,Emissions.Baseline CO Emissions,Emissions.Baseline VOC Emissions,Emissions.Baseline NOx AFOLU Emissions,Emissions.Baseline NOx non AFOLU Emissions,Minor GHGs Forcing.Atmospheric HFC134a eq Concentration 1750
0,1023.996928526115,7.620962796590008,270.1,41.93349361104804,729.2,2.415663206899377,344.3627591056,348.8383693949646,60.93446917417541,19.32944634701752,0.1168076589560404,20.085076459765244
