Year,CO2 Emissions,N2O Emissions,CH4 Emissions,SO2 emissions,SO2 Emissions
1814,1463.4742236853451,344.1389291,53.47458154060777,2.8136926689357344,2.8136926689357344
1815,1487.041864726518,347.7723627,53.690621157777926,2.826705741991207,2.826705741991207
1816,1511.1582194786317,351.55282149999994,53.92156147415451,2.8647143870784273,2.8647143870784273
1817,1537.1446864997222,355.2730073,54.13632100445767,2.8783214640521058,2.8783214640521058
1818,1561.4678275269905,358.892374,54.340463800442,2.8844693954961445,2.8844693954961445
1819,1583.2129316158623,362.4278259,54.548940478046184,2.88746015103465,2.88746015103465
1820,1605.2227961527515,366.0470091,54.76014371849184,2.8956115418969794,2.8956115418969794
1821,1628.7560931209723,370.3970836,55.0920178859957,2.908316023111242,2.908316023111242
1822,1652.9255010932145,374.7561459,55.43342836788039,2.9319413134528567,2.9319413134528567
1823,1677.4686156695686,379.1497763,55.779328027885256,2.962446241747985,2.962446241747985
1824,1700.9015039499527,383.4906913,56.123943163980286,2.9868575842332206,2.9868575842332206
1825,1726.2558282408943,388.01341620000005,56.46307522435302,3.0067805845229314,3.0067805845229314
1826,1749.1140862811596,392.43644789999996,56.79434595402703,3.0200671198764653,3.0200671198764653
1827,1775.6776678357078,396.97699119999993,57.158846806989004,3.061560944841204,3.061560944841204
1828,1798.8278926337803,401.39733249999995,57.490926187725435,3.0721799412883515,3.0721799412883515
1829,1820.6604636345721,405.74898029999997,57.81670385833071,3.080641894280231,3.080641894280231
1830,1865.5494459925708,410.65386809999995,58.27022843010554,3.272656554194519,3.272656554194519
1831,1882.018585234098,416.06626819999997,58.582982270636904,3.2512729459779015,3.2512729459779015
1832,1903.0663503813594,421.9160962,58.927846990393164,3.2690646701585457,3.2690646701585457
1833,1926.43055784414,427.796301,59.27644880950374,3.2917279617710196,3.2917279617710196
1834,1954.1519153622867,433.2343898,59.633426656285565,3.306660723793141,3.306660723793141
1835,1984.9957181541486,439.3964501,59.97860862460678,3.3349520594802566,3.3349520594802566
1836,2016.6979725396723,445.35921559999997,60.41737226402547,3.473366444135373,3.473366444135373
1837,2038.2098351942395,451.2914363,60.74868958264957,3.47520025311979,3.47520025311979
1838,2060.0626286359384,456.60933509999995,61.10695749964483,3.5130110400227856,3.5130110400227856
1839,2086.077522128592,462.4806129,61.45777007536364,3.562257618058148,3.562257618058148
1840,2117.440340699967,468.4110097,61.82949887115516,3.62387544651722,3.62387544651722
1841,2143.0044778535225,476.2326186,62.148923805636315,3.6623690849712114,3.6623690849712114
1842,2172.434981554574,484.3897357999999,62.47649404155966,3.7330252821582377,3.7330252821582377
1843,2197.622671320217,492.39301550000005,62.788740949943524,3.791397155486825,3.791397155486825
1844,2229.4270858570226,501.174931,63.123554658346436,3.885687353733802,3.885687353733802
1845,2264.7415430622823,510.3553109999999,63.500754327992354,4.015898630718876,4.015898630718876
1846,2289.577001803839,519.4426179999999,63.774757254649096,4.0272996735819975,4.0272996735819975
1847,2324.8794662478936,528.968181,64.15594138878913,4.170448332543748,4.170448332543748
1848,2349.933275320322,537.580884,64.43003971186751,4.2416321419444065,4.2416321419444065
1849,2383.545262423006,546.3882639999999,64.77716510496425,4.341736579541773,4.341736579541773
1850,2835.574541701983,602.014311019,65.1073310109645,4.392894998613251,4.392894998613251
1851,3018.615321886568,612.30144384,65.29457754771317,4.415740053093176,4.415740053093176
1852,3065.218766886277,622.37849322,65.5560236430577,4.486089714407032,4.486089714407032
1853,3122.962160622945,632.1154736100001,65.84953624719847,4.558782302926847,4.558782302926847
1854,3170.008106633002,641.38239947,66.32907187351748,4.864158200361816,4.864158200361816
1855,3138.9087333020557,650.04928625,66.58396445654817,4.902792456438391,4.902792456438391
1856,3247.262326808596,657.9861454,66.92005159625377,5.081035349409646,5.081035349409646
1857,3232.399261447543,665.06299538,67.15435186334102,5.133394396586209,5.133394396586209
1858,3260.5104732544314,671.1498496400001,67.38167155273854,5.197731296395845,5.197731296395845
1859,3341.382755224758,676.11672164,67.73573093457492,5.4224845585180725,5.4224845585180725
1860,3113.273211410659,679.8336158300001,68.15428162521523,5.700870622888784,5.700870622888784
1861,3116.6723879086985,682.76485574,68.4810798156798,5.847668269262889,5.847668269262889
1862,3096.5695521687335,685.4957859000001,68.73860245586962,5.901494192181985,5.901494192181985
1863,3086.779721593329,688.0779222599999,69.17267059467483,6.1718640802628695,6.1718640802628695
1864,3028.346405153571,690.56278174,69.5830859672194,6.460274862975915,6.460274862975915
1865,3006.4058079202714,693.00188929,69.96580309966983,6.7004949096466895,6.7004949096466895
1866,3057.318538190864,695.4467828400001,70.36519907625544,6.853797311605696,6.853797311605696
1867,3051.161088906309,697.94897432,70.6799140897338,7.196458684953155,7.196458684953155
1868,3033.2837806052935,700.55999469,70.95190370818986,7.36116512501887,7.36116512501887
1869,3109.745793345434,703.33136387,71.34673174914441,7.695532904353385,7.695532904353385
1870,3371.40904207873,706.3146048000001,71.62553999322557,7.863673881764633,7.863673881764633
1871,3424.437913934242,716.0237633600001,72.15686034683955,8.307847334088146,8.307847334088146
1872,3683.61761315144,737.1721461100001,72.87898130853829,8.933641932442816,8.933641932442816
1873,3650.8312947192085,767.11017646,73.47343634509978,9.38147645810553,9.38147645810553
1874,3806.8245620229463,803.1882708200001,73.67681042340749,9.226857474195748,9.226857474195748
1875,3943.6344496048528,842.75687563,74.30498254871155,9.694620511396552,9.694620511396552
1876,3974.1374752817906,883.1664073,74.7328432645465,9.896831021424555,9.896831021424555
1877,3885.6517246174667,921.7672802499999,75.1888204117658,10.144807335945856,10.144807335945856
1878,3986.728892554556,955.9099409099999,75.59486751560831,10.240412457333285,10.240412457333285
1879,4030.1154268431487,982.9448056899998,76.20027982952863,10.807888177241152,10.807888177241152
1880,4238.543372868276,1000.22230001,77.03436513092076,11.79613978946854,11.79613978946854
1881,4265.220275351312,1010.94675669,77.72599140625871,12.199269647389016,12.199269647389016
1882,4494.707205927299,1020.27595534,78.43123718467541,12.758568136947398,12.758568136947398
1883,4476.60104584304,1028.49041365,79.19867144664833,13.426238085145334,13.426238085145334
1884,4641.870591189523,1035.87070927,79.6807883226549,13.610207607796335,13.610207607796335
1885,4648.578014652436,1042.6973669000001,80.15814979796933,13.707720848839315,13.707720848839315
1886,4578.141787314062,1049.2509531,80.68170088952405,13.836800811813793,13.836800811813793
1887,4775.3656693148605,1055.8119956,81.40706200177605,14.33826899450286,14.33826899450286
1888,4767.414629858793,1062.6610691,82.37968287406764,15.575465861300312,15.575465861300312
1889,4879.409471897891,1070.0787122,82.87356235071334,15.6406443373255,15.6406443373255
1890,5257.138051656274,1109.5133385,83.88439614543199,16.77346244876854,16.77346244876854
1891,5529.778055237581,1122.1107651999998,84.62880881049205,17.524616798290737,17.524616798290737
1892,5481.862254800719,1135.2367394999999,85.14464610302336,17.83402273205054,17.83402273205054
1893,5651.439227694306,1148.7283299,85.45651364424214,17.68825515423531,17.68825515423531
1894,5715.931010084925,1162.4226387,86.22365617064659,18.297827772163618,18.297827772163618
1895,5804.9625138274205,1176.1567352,87.11804754015883,19.28209271137884,19.28209271137884
1896,5789.521956525515,1189.7677306,87.7776583326935,19.942194057611392,19.942194057611392
1897,6022.095449359488,1203.0926964,88.61299377091326,20.819715619936037,20.819715619936037
1898,6063.143882545064,1215.9687328,89.49307567718103,21.911902297369217,21.911902297369217
1899,6311.003342214943,1228.2329182,90.70370396587484,23.72663082133271,23.72663082133271
1900,6467.851693758982,1239.7223459,91.72770135751769,24.87438271925688,24.87438271925688
1901,6556.9931622911245,1251.7471626,92.54636349790586,25.840416135367597,25.840416135367597
1902,6702.293551062636,1265.4815174,93.2553818720198,26.59388863449523,26.59388863449523
1903,6859.2628085466295,1280.5585561999999,94.61411088677252,28.710756653119905,28.710756653119905
1904,6966.86808013588,1296.611383,95.253778280883,29.19427837949502,29.19427837949502
1905,7264.101316307876,1313.2731397,96.27611621849377,30.931096659352427,30.931096659352427
1906,7382.091263825256,1330.1769504,97.54804114512764,32.79385836204454,32.79385836204454
1907,7649.171539832066,1346.9559439,99.50860621725029,35.994435350730335,35.994435350730335
1908,7624.831815086382,1363.2432342,99.56394945292422,34.65807662925486,34.65807662925486
1909,7847.676675969344,1378.6719213000001,100.70316797372448,36.27266229465532,36.27266229465532
1910,7790.529728818719,1392.8752532,101.78444204247035,37.83560139934702,37.83560139934702
1911,7917.182319267652,1409.0453148,102.64036203180854,38.31006087629818,38.31006087629818
1912,7933.001723975373,1429.9412097999998,103.56842501037396,39.614057984914346,39.614057984914346
1913,8031.412387749341,1454.5465388,105.14760517216688,41.38288861689013,41.38288861689013
1914,7786.50948631437,1481.8450305000001,104.17406472274119,37.87483415239306,37.87483415239306
1915,7711.733389049514,1510.8203644000002,104.5315284257169,37.79470384608683,37.79470384608683
1916,7914.954505399436,1540.4559611999998,106.10636250402209,41.06312950593161,41.06312950593161
1917,8093.84367965714,1569.7355095,107.2832659391483,42.69777340992609,42.69777340992609
1918,8048.50423431407,1597.6426298000001,106.98052206732376,42.15438805708212,42.15438805708212
1919,7515.410301553615,1623.1610208,105.8259657985947,36.16404558724691,36.16404558724691
1920,8141.692253943735,1645.2741830000002,108.2967186984189,40.154574250029476,40.154574250029476
1921,7945.461437059706,1666.3137815,106.72862892527081,34.57325369145566,34.57325369145566
1922,8057.360996556071,1688.8835072000002,108.63808813765706,36.30825469392272,36.30825469392272
1923,8598.784112661711,1712.3754702,111.6646039509861,39.626553728447455,39.626553728447455
1924,8624.430469443081,1736.1816468,112.77081752842389,39.85932308625451,39.85932308625451
1925,8659.430425149243,1759.6943149,113.69478067938066,40.215025988853185,40.215025988853185
1926,8608.064450582066,1782.3053626,114.05010129065184,41.21489440520412,41.21489440520412
1927,8979.169501243727,1803.4068891,116.84870506936068,43.66248595465557,43.66248595465557
1928,8936.664271849018,1822.3908813,117.52960812135102,43.79911381557463,43.79911381557463
1929,9182.69154686105,1838.6496064,119.77604077275544,46.751500900538836,46.751500900538836
1930,8978.719294527049,1851.5749744999998,119.92622247191876,43.266485550437785,43.266485550437785
1931,8724.52018574038,1862.4713222000003,119.46181050621026,38.54828459308758,38.54828459308758
1932,8426.345534302496,1873.2648646999999,119.37997590610186,34.297127422158276,34.297127422158276
1933,8660.40208430483,1884.280539,121.08291961383092,36.22668313326224,36.22668313326224
1934,8994.333433581642,1895.8432830000002,123.61077281830417,39.821486731622606,39.821486731622606
1935,9097.278724154547,1908.278024,125.54732017739045,42.98381811301299,42.98381811301299
1936,9508.89003479764,1921.909498,128.5791737532879,45.97550303794626,45.97550303794626
1937,9865.409092088472,1937.0629250000002,131.01040702156084,49.526496696111984,49.526496696111984
1938,9648.097815073561,1954.0629490000001,131.36908647428194,46.35375679281202,46.35375679281202
1939,9827.697442263816,1973.23469,133.59854521820057,49.325310312584655,49.325310312584655
1940,10343.428689187558,1994.902903,136.15036621897798,54.487225183188734,54.487225183188734
1941,10737.831061705563,2062.003151,138.18847748927854,56.42115811553788,56.42115811553788
1942,10752.205454108836,2205.229822,139.63073827303612,57.53763519792783,57.53763519792783
1943,10796.536650099744,2406.546479,142.09140022812116,58.662086740652605,58.662086740652605
1944,10861.328966029625,2647.916753,143.89343863270932,57.23516951408775,57.23516951408775
1945,9982.018673890447,2911.304296,142.80496546191256,49.76613595475186,49.76613595475186
1946,10256.517573779212,3178.672662,146.61638528424066,49.12811751506975,49.12811751506975
1947,10801.968158091953,3431.9855009999997,151.03941818789502,54.62181740298145,54.62181740298145
1948,10998.624730823267,3653.206357,153.2234859832893,57.177216310099695,57.177216310099695
1949,10680.667087252366,3824.2988609999998,155.14301728298253,54.39371238474477,54.39371238474477
1950,12137.793121132656,3927.226596,158.74965648441423,58.18241193969774,58.18241193969774
1951,12941.762491030831,3992.1805659999995,163.60795220066564,61.840573927747656,61.840573927747656
1952,12946.068749714255,4061.5725690000004,167.09449174430821,63.56779821834954,63.56779821834954
1953,13240.506448699662,4135.697322,171.070614597841,64.58411723168554,64.58411723168554
1954,13770.551222839886,4214.849794,175.52246609491334,66.26083225825879,66.26083225825879
1955,14567.718238490765,4299.3245799999995,183.45267079153953,72.04890038616958,72.04890038616958
1956,15146.130155670862,4389.416469999999,189.13555764670943,76.90395410076972,76.90395410076972
1957,15509.84401593762,4485.42037,194.74699701912144,79.33642902287073,79.33642902287073
1958,15609.139022185387,4587.63094,198.9569964021477,81.41273202007294,81.41273202007294
1959,16599.05620952301,4696.342989999999,207.22584730295276,85.26128805234438,85.26128805234438
1960,16093.67541537138,4811.85131,213.0896323957901,90.29510153829695,90.29510153829695
1961,16236.231279245174,5081.221489999999,215.32267405182344,91.4806767884316,91.4806767884316
1962,16078.638878182122,5252.79899,218.98516453033727,94.33745600593119,94.33745600593119
1963,16428.724007790388,5423.21585,224.35284386027064,97.52343774354689,97.52343774354689
1964,16683.97426579117,5615.4260300000005,228.9938797725636,102.47923287902938,102.47923287902938
1965,16936.392345110693,5832.52375,235.03800847271003,105.35249408362661,105.35249408362661
1966,17086.173776159343,6073.968800000001,243.38840112879427,108.18032181021142,108.18032181021142
1967,17638.94387643926,6288.742749999999,246.75034850874542,108.84239118609732,108.84239118609732
1968,18238.429449424682,6484.186470000001,250.95508999597487,113.85395873713392,113.85395873713392
1969,19598.558147935008,6632.636219999999,258.451762326722,118.52952443274795,118.52952443274795
1970,20594.067824007507,6708.248349999999,265.15037703489236,126.1728959300948,126.1728959300948
1971,20622.790996409287,6666.95216,265.6554201292548,126.55444216479314,126.55444216479314
1972,21616.03764247305,6888.62027,270.73534824688727,129.98850589198827,129.98850589198827
1973,22330.085457410063,7100.451209999999,278.66395715556996,136.2815484078167,136.2815484078167
1974,22150.377994300998,7157.301759999999,278.85781504184956,134.4548639236283,134.4548639236283
1975,22112.988291305086,7361.28663,279.9258484860902,132.77976989174715,132.77976989174715
1976,23074.22886292406,7552.949140000001,284.6181624859856,138.6525568748073,138.6525568748073
1977,24013.384162032187,7717.915599999999,288.0913049307265,139.54128124356157,139.54128124356157
1978,24483.345455363717,7867.283340000001,290.45730089671116,140.36400506044154,140.36400506044154
1979,24296.76203623702,8075.61379,295.1977394627182,143.04703552809266,143.04703552809266
1980,24457.05417163471,8122.3908200000005,293.4718895357168,142.33135029237127,142.33135029237127
1981,23853.817579527007,7943.70475,287.7266011093838,137.83815650635887,137.83815650635887
1982,23415.751992794176,8136.807719999999,286.95429257545163,134.7064618323345,134.7064618323345
1983,23777.835368838787,8271.52479,286.70362874092945,132.66316794968802,132.66316794968802
1984,25287.91215490796,8311.27172,290.2533792669029,133.89279618284297,133.89279618284297
1985,25603.90861011074,8296.57424,291.4840806003532,134.40653742820157,134.40653742820157
1986,26143.210256958133,8343.25208,296.2862800635274,133.60137168755492,133.60137168755492
1987,26590.96297182096,8513.23914,297.91887240745774,136.2332386191041,136.2332386191041
1988,27257.22676012839,8480.333489999999,303.38818871228216,137.3416114891441,137.3416114891441
1989,27341.096045215436,8587.231380000001,307.90383853815,136.9834493241679,136.9834493241679
1990,27706.71902262225,8657.26958,307.63265585380924,137.53021855631437,137.53021855631437
1991,28157.237023453672,8588.17366,306.06215425844044,134.97202548619123,134.97202548619123
1992,27787.310403566153,8649.90251,303.34534430000474,130.44078626589467,130.44078626589467
1993,27730.779850631272,8599.327150000001,303.69606209318704,128.42338745112585,128.42338745112585
1994,28883.501303248522,8733.849680000001,305.52724358912957,125.32855068409393,125.32855068409393
1995,28965.666681886403,8965.62234,309.46587362648853,122.85494774751157,122.85494774751157
1996,30271.943852023694,8987.00331,315.24653699278764,119.52305032750859,119.52305032750859
1997,31809.768597114075,8918.083289999999,315.50143879242063,119.25357824524643,119.25357824524643
1998,30449.48327819894,9073.859269999999,313.794211523957,116.02314609309309,116.02314609309309
1999,30857.900824563098,9054.57973,314.2220241071572,110.52249873321901,110.52249873321901
2000,30809.028387983464,8943.30316,318.7762917200846,109.84385359134814,109.84385359134814
2001,30472.779163708696,9038.85598,320.4295321498007,110.5305909054521,110.5305909054521
2002,31406.26592099561,9199.148260000002,319.28309235591917,109.40796671317443,109.40796671317443
2003,33746.54780485775,9353.8975,327.95921862577813,113.77150446393748,113.77150446393748
2004,34037.88218909381,9681.151179999999,336.2723564083307,119.1395549893288,119.1395549893288
2005,34506.78368948263,9757.241629999999,341.6899165955876,125.00793026827708,125.00793026827708
2006,35962.008971476105,9854.014140000001,346.3136797337497,125.66253573638653,125.66253573638653
2007,36130.70057959819,10193.22333,347.65497166962047,124.42643032686722,124.42643032686722
2008,36956.01665771995,10006.4873,351.5986252300724,120.88971180668055,120.88971180668055
2009,36817.40370447602,9886.32192,349.66258765166793,111.44329016565442,111.44329016565442
2010,38845.39973302488,10235.190410000001,355.30994062889835,107.73406528334228,107.73406528334228
2011,39784.42779087863,10487.77715,360.7196195108196,111.08160888556549,111.08160888556549
2012,40653.57271009941,10628.81985,366.3291791439997,108.03100170028954,108.03100170028954
2013,40419.45774256214,10505.37011,366.4378928376254,103.44648437816264,103.44648437816264
2014,40847.95364081952,10635.862009999999,367.97294592320026,98.70851782716603,98.70851782716603
2015,40938.15350625343,10679.23656,368.65396793808304,93.27982715011261,93.27982715011261
2016,39824.533705889335,10732.21971,369.47034584389945,89.87608482592269,89.87608482592269
2017,40222.560940863485,10941.87354,372.31868244094596,86.8979381615511,86.8979381615511
2018,40576.79940221303,10876.61893,376.656867672478,85.3021592508433,85.3021592508433
2019,40892.68994151132,10902.14752,377.1828931536587,83.4784659400165,83.4784659400165
2020,38567.09310030839,11029.91513,372.2292557338464,71.60664660568081,71.60664660568081
2021,40546.169494368354,11130.50223,375.1168371918427,74.40329229895798,74.40329229895798
2022,40836.53835323504,11251.03226,378.42950280872986,75.51027507599507,75.51027507599507
