Year,Irrigation ERF
1750.0,-0.0
1751.0,5.5766598479320106e-05
1752.0,0.00010881780076145715
1753.0,0.0001591810573779213
1754.0,0.000206883818860221
1755.0,0.00025195353573986595
1756.0,0.0002944176585483659
1757.0,0.0003343036378172295
1758.0,0.00037163892407796604
1759.0,0.00040645096786208544
1760.0,0.00043876721970109673
1761.0,0.0004686151301265094
1762.0,0.0004960221496698322
1763.0,0.0005210157288625753
1764.0,0.0005436233182362475
1765.0,0.0005638723683223584
1766.0,0.0005817903296524168
1767.0,0.0005974046527579326
1768.0,0.000610742788170415
1769.0,0.0006218321864213732
1770.0,0.0006307002980423167
1771.0,0.0006373745735647545
1772.0,0.0006418824635201962
1773.0,0.0006442514184401512
1774.0,0.0006445088888561285
1775.0,0.0006426823252996378
1776.0,0.000638799178302188
1777.0,0.000632886898395289
1778.0,0.0006249729361104499
1779.0,0.0006150847419791795
1780.0,0.0006032497665329883
1781.0,0.0005894954603033842
1782.0,0.0005738492738218774
1783.0,0.0005563386576199768
1784.0,0.0005369910622291923
1785.0,0.0005158339381810332
1786.0,0.0004928947360070082
1787.0,0.000468200906238627
1788.0,0.00044177989940739925
1789.0,0.00041365916604483335
1790.0,0.00038386615668243955
1791.0,0.00035242832185172676
1792.0,0.000319373112084204
1793.0,0.00028472797791138184
1794.0,0.00024852036986476833
1795.0,0.00021077773847587305
1796.0,0.00017152753427620608
1797.0,0.00013079720779727525
1798.0,8.861420957059123e-05
1799.0,4.5005990127663385e-05
1800.0,-0.0
1801.0,-4.6376310280888755e-05
1802.0,-9.409549018349377e-05
1803.0,-0.00014313008917630598
1804.0,-0.00019345265672781573
1805.0,-0.0002450357423065137
1806.0,-0.000297851895380891
1807.0,-0.00035187366541943743
1808.0,-0.0004070736018906445
1809.0,-0.00046342425426300246
1810.0,-0.0005208981720050023
1811.0,-0.0005794679045851343
1812.0,-0.0006391060014718892
1813.0,-0.000699785012133758
1814.0,-0.0007614774860392307
1815.0,-0.0008241559726567988
1816.0,-0.0008877930214549528
1817.0,-0.0009523611819021828
1818.0,-0.0010178330034669796
1819.0,-0.0010841810356178353
1820.0,-0.001151377827823238
1821.0,-0.0012193959295516803
1822.0,-0.0012882078902716528
1823.0,-0.0013577862594516448
1824.0,-0.0014281035865601488
1825.0,-0.0014991324210656542
1826.0,-0.0015708453124366518
1827.0,-0.0016432148101416324
1828.0,-0.0017162134636490866
1829.0,-0.0017898138224275056
1830.0,-0.00186398843594538
1831.0,-0.0019387098536711993
1832.0,-0.0020139506250734553
1833.0,-0.0020896832996206384
1834.0,-0.0021658804267812395
1835.0,-0.00224251455602375
1836.0,-0.002319558236816658
1837.0,-0.0023969840186284577
1838.0,-0.002474764450927636
1839.0,-0.002552872083182686
1840.0,-0.0026312794648620983
1841.0,-0.002709959145434362
1842.0,-0.00278888367436797
1843.0,-0.0028680256011314104
1844.0,-0.0029473574751931767
1845.0,-0.003026851846021758
1846.0,-0.0031064812630856448
1847.0,-0.0031862182758533282
1848.0,-0.003266035433793299
1849.0,-0.0033459052863740475
1850.0,-0.0034258003830640637
1851.0,-0.0035056932733318405
1852.0,-0.0035855565066458678
1853.0,-0.0036653626324746323
1854.0,-0.003745084200286632
1855.0,-0.0038246937595503502
1856.0,-0.0039041638597342825
1857.0,-0.0039834670503069184
1858.0,-0.004062575880736747
1859.0,-0.004141462900492261
1860.0,-0.0042201006590419496
1861.0,-0.004298461705854306
1862.0,-0.004376518590397817
1863.0,-0.004454243862140975
1864.0,-0.004531610070552272
1865.0,-0.004608589765100198
1866.0,-0.004685155495253242
1867.0,-0.004761279810479897
1868.0,-0.00483693526024865
1869.0,-0.004912094394027999
1870.0,-0.004986729761286427
1871.0,-0.0050608139114924275
1872.0,-0.005134319394114493
1873.0,-0.00520721875862111
1874.0,-0.005279484554480774
1875.0,-0.005351089331161974
1876.0,-0.005422005638133196
1877.0,-0.005492206024862935
1878.0,-0.005561663040819685
1879.0,-0.00563034923547193
1880.0,-0.005698237158288166
1881.0,-0.00576529935873688
1882.0,-0.005831508386286562
1883.0,-0.0058968367904057096
1884.0,-0.005961257120562804
1885.0,-0.006024741926226342
1886.0,-0.006087263756864815
1887.0,-0.006148795161946708
1888.0,-0.006209308690940517
1889.0,-0.0062687768933147306
1890.0,-0.006327172318537837
1891.0,-0.006384467516078332
1892.0,-0.006440635035404704
1893.0,-0.006495647425985442
1894.0,-0.006549477237289042
1895.0,-0.006602097018783984
1896.0,-0.00665347931993877
1897.0,-0.006703596690221883
1898.0,-0.00675242167910182
1899.0,-0.006799926836047067
1900.0,-0.0068460847808944035
1901.0,-0.0068909610134080205
1902.0,-0.0069348968551697756
1903.0,-0.006978284592474459
1904.0,-0.007021516511616867
1905.0,-0.007064984898891791
1906.0,-0.007109082040594026
1907.0,-0.007154200223018367
1908.0,-0.007200731732459608
1909.0,-0.007249068855212541
1910.0,-0.007299603877571963
1911.0,-0.007352729085832667
1912.0,-0.007408836766289448
1913.0,-0.007468319205237097
1914.0,-0.007531568688970414
1915.0,-0.007598977503784184
1916.0,-0.007670937935973208
1917.0,-0.00774784227183228
1918.0,-0.007830082797656188
1919.0,-0.007918051799739733
1920.0,-0.00801214156437771
1921.0,-0.008112744377864904
1922.0,-0.008220252526496118
1923.0,-0.00833505829656614
1924.0,-0.008457553974369768
1925.0,-0.008588131846201797
1926.0,-0.008727184198357017
1927.0,-0.008875103317130224
1928.0,-0.009032281488816211
1929.0,-0.009199110999709775
1930.0,-0.009375984136105709
1931.0,-0.009563293184298804
1932.0,-0.009761430430583855
1933.0,-0.009970788161255661
1934.0,-0.010191758662609011
1935.0,-0.010424734220938701
1936.0,-0.010670107122539524
1937.0,-0.010928269653706274
1938.0,-0.011199614100733744
1939.0,-0.011484532749916735
1940.0,-0.01178341823538048
1941.0,-0.012097002829335525
1942.0,-0.0124269934558654
1943.0,-0.0127752707827278
1944.0,-0.01314371547768045
1945.0,-0.013534208208481066
1946.0,-0.013948629642887359
1947.0,-0.014388860448657044
1948.0,-0.014856781293547838
1949.0,-0.015354272845317452
1950.0,-0.01588321500610746
1951.0,-0.016443684299911665
1952.0,-0.01703009480368507
1953.0,-0.017635752117684728
1954.0,-0.018253961842167724
1955.0,-0.01887802957739114
1956.0,-0.01950126092361204
1957.0,-0.020116961481087492
1958.0,-0.020718436850074573
1959.0,-0.02129899263083035
1960.0,-0.021851934423611913
1961.0,-0.022370523011297556
1962.0,-0.022743600428884986
1963.0,-0.023031579682555474
1964.0,-0.02334208492079221
1965.0,-0.023630211403119994
1966.0,-0.024066597143344595
1967.0,-0.024440219306964023
1968.0,-0.024965722553449744
1969.0,-0.02536014812634506
1970.0,-0.025779455342323357
1971.0,-0.026287688667308285
1972.0,-0.026819272457340324
1973.0,-0.027521317586789374
1974.0,-0.027959028384929637
1975.0,-0.028460459745947506
1976.0,-0.029067468777112155
1977.0,-0.02957710077434139
