Year,Irrigation ERF
1978.0,-0.030213099128127575
1979.0,-0.030704474771852137
1980.0,-0.03121342951725782
1981.0,-0.032025999199738794
1982.0,-0.03265869963160155
1983.0,-0.033135418662492325
1984.0,-0.03364564693578361
1985.0,-0.03419885861557239
1986.0,-0.03474691729235582
1987.0,-0.03518974134176397
1988.0,-0.035610447229986575
1989.0,-0.036079488286399376
1990.0,-0.036636641277343965
1991.0,-0.03703514950090609
1992.0,-0.0374977875830131
1993.0,-0.03783753243258878
1994.0,-0.038272813957883664
1995.0,-0.038801245582363
1996.0,-0.039425583426491356
1997.0,-0.039845329383868394
1998.0,-0.04027482040607184
1999.0,-0.040698753546462366
2000.0,-0.041244659740276135
2001.0,-0.04196020662097115
2002.0,-0.04275055213763333
2003.0,-0.043562351667008
2004.0,-0.04399097972315956
2005.0,-0.044328604111998536
2006.0,-0.04464545126881688
2007.0,-0.0450001095274504
2008.0,-0.045261435285315954
2009.0,-0.04567337098326643
2010.0,-0.04617572320064422
2011.0,-0.0466380914126224
2012.0,-0.04721984057028348
2013.0,-0.04769531138189484
2014.0,-0.04802544022728508
2015.0,-0.04841436675093894
2016.0,-0.04869066717970664
2017.0,-0.04899598727492214
2018.0,-0.04921710881748537
2019.0,-0.05
2020.0,-0.050549341200340006
2021.0,-0.050623850811730035
2022.0,-0.05074943748948653
